Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ZDGE,"Zedge, Inc.",1.69,17502887.22,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/zdge
NBY,"NovaBay Pharmaceuticals, Inc.",0.82,17222692.88,n/a,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nby
SIF,"SIFCO Industries, Inc.",2.9069,16782458.09,n/a,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/sif
EMAN,eMagin Corporation,0.335,16469026.46,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/eman
AMS,American Shared Hospital Services,2.8171,16096909.40,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ams
IHT,InnSuites Hospitality Trust,1.62,15114692.34,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/iht
HMG,"HMG/Courtland Properties, Inc.",13.86,14044227.12,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hmg
IBIO,"iBio, Inc.",0.667,13141539.49,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ibio
MYO,Myomo Inc.,0.7554,12947303.70,n/a,2017,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/myo
HUSA,Houston American Energy Corporation,0.204,12755128.56,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/husa
ITP,"IT Tech Packaging, Inc.",0.5631,12400766.14,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/itp
DSS,"Document Security Systems, Inc.",0.42,12265142.82,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/dss
TRT,Trio-Tech International,3.2,11753776.00,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trt
CPHI,"China Pharma Holdings, Inc.",0.258,11243525.71,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cphi
ACY,AeroCentury Corp.,7.23,11176741.32,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/acy
HLTH,Nobilis Health Corp.,0.1402,10970715.75,n/a,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hlth
LODE,"Comstock Mining, Inc.",0.1269,10849950.00,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lode
INUV,"Inuvo, Inc",0.2202,10667954.31,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/inuv
SSY,"SunLink Health Systems, Inc.",1.45,10130939.75,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ssy
BDR,"Blonder Tongue Laboratories, Inc.",1,9595215.00,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/bdr
NAVB,"Navidea Biopharmaceuticals, Inc.",0.5288,9549813.89,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/navb
RCG,"RENN Fund, Inc.",1.5377,9152321.20,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rcg
AWX,Avalon Holdings Corporation,2.33,9029754.23,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/awx
NTN,"NTN Buzztime, Inc.",3.1,8903200.00,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ntn
SNMP,Sanchez Midstream Partners LP,0.4357,8753137.62,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snmp
CANF,Can-Fite Biopharma Ltd,2.55,8476337.70,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/canf
MXC,Mexco Energy Corporation,4,8160664.00,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mxc
GBR,"New Concept Energy, Inc",1.55,7954497.70,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gbr
BRN,"Barnwell Industries, Inc.",0.9403,7783013.55,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/brn
JOB,GEE Group Inc.,0.5648,7081694.53,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/job
TGC,"Tengasco, Inc.",0.66,7028117.58,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tgc
MICR,"Micron Solutions, Inc.",2.395,6878938.16,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/micr
SYN,"Synthetic Biologics, Inc",0.4042,6793159.01,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syn
CEI,"Camber Energy, Inc.",0.2989,5136028.59,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cei
TKAT,"Takung Art Co., Ltd.",0.4546,5116581.64,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/tkat
COHN,Cohen & Company Inc.,4.1,4992258.40,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cohn
GLOW,"Glowpoint, Inc.",0.9263,4716719.60,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glow
HEB,"Hemispherx BioPharma, Inc.",1.89,4190107.32,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/heb
UAVS,"AgEagle Aerial Systems, Inc.",0.2494,3728378.86,n/a,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/uavs
BPMX,BioPharmX Corporation,0.329,3514761.94,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmx
NSPR,InspireMD Inc.,2.2,3076196.20,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nspr
RHE,"Regional Health Properties, Inc.",1.74,2937501.06,n/a,2017,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/rhe
UUU,"Universal Security Instruments, Inc.",1.2101,2798824.56,n/a,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/uuu
DPW,"DPW Holdings, Inc.",2.07,2205661.59,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dpw
YUMA,"Yuma Energy, Inc.",1.3391,2071151.15,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/yuma
ARNC^,Arconic Inc.,87.0135,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arnc^
BCV^A,Bancroft Fund Limited,25.6,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcv^a
BIOX.WS,Bioceres Crop Solutions Corp.,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/biox.ws
BRG^A,"Bluerock Residential Growth REIT, Inc.",26.36,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brg^a
BRG^C,"Bluerock Residential Growth REIT, Inc.",26,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brg^c
BRG^D,"Bluerock Residential Growth REIT, Inc.",25.839,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brg^d
BWL.A,"Bowl America, Inc.",n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bwl.a
CHAC.U,Chardan Healthcare Acquisition Corp.,n/a,0.00,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/chac.u
CHAC.WS,Chardan Healthcare Acquisition Corp.,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chac.ws
CCC.WS,Clarivate Analytics Plc,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ccc.ws
GLV~,Clough Global Dividend and Income Fund,0.013,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glv~
GLQ~,Clough Global Equity Fund,0.052,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glq~
ECF^A,Ellsworth Growth and Income Fund Ltd.,25.54,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ecf^a
UUUU.WS,Energy Fuels Inc,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uuuu.ws
GGN^B,"GAMCO Global Gold, Natural Reources & Income Trust ",24.9,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggn^b
HLM^,Hillman Group Capital Trust,34.88,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hlm^
IBO,IBO (Listing Market - NYSE Amex Network B F),24.84,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibo
NSPR.WS,InspireMD Inc.,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nspr.ws
NSPR.WS.B,InspireMD Inc.,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nspr.ws.b
LTS^A,Ladenburg Thalmann Financial Services Inc,25.14,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lts^a
LTSH,Ladenburg Thalmann Financial Services Inc,26.2822,0.00,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/ltsh
LTSK,Ladenburg Thalmann Financial Services Inc,25.47,0.00,n/a,2018,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ltsk
LTSL,Ladenburg Thalmann Financial Services Inc,24.55,0.00,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ltsl
LTSF,Ladenburg Thalmann Financial Services Inc.,25.3441,0.00,n/a,2018,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ltsf
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",27.547,0.00,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ipb
ATEST,NASDAQ TEST STOCK,25,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest
ATEST.A,NASDAQ TEST STOCK,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.a
ATEST.B,NASDAQ TEST STOCK,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.b
ATEST.C,NASDAQ TEST STOCK,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.c
NRCG.WS,NRC Group Holdings Corp.,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nrcg.ws
PCG^A,Pacific Gas & Electric Co.,27.4368,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^a
PCG^B,Pacific Gas & Electric Co.,24.4,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^b
PCG^C,Pacific Gas & Electric Co.,22.22,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^c
PCG^D,Pacific Gas & Electric Co.,23,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^d
PCG^E,Pacific Gas & Electric Co.,21.6075,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^e
PCG^G,Pacific Gas & Electric Co.,20.6,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^g
PCG^H,Pacific Gas & Electric Co.,20.5028,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^h
PCG^I,Pacific Gas & Electric Co.,19.85,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^i
PLYM^A,"Plymouth Industrial REIT, Inc.",25.66,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/plym^a
PW^A,Power REIT,27.1,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pw^a
RHE^A,"Regional Health Properties, Inc.",5.69,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rhe^a
SCCB,Sachem Capital Corp.,26.15,0.00,n/a,2019,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sccb
SCE^B,Southern California Edison Company,20.61,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,21.24,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,21.9612,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,23.4,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^e
TALO.WS,"Talos Energy, Inc.",n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/talo.ws
GLU^A,The Gabelli Global Utility and Income Trust,47.484,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glu^a
GLU^B,The Gabelli Global Utility and Income Trust,52.2,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glu^b
GGO^A,The Gabelli Go Anywhere Trust,41.5642,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggo^a
TDW.WS,Tidewater Inc.,n/a,0.00,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws
