TS,day,0muda,12thmanconsulting,3shadesofawesome,ace,alexstarr,ampoperators,andone,asada,avecesesmejorganarqueperder,babsoncollege,biased,bisaut,blenders,bluedevils,bluejay,bluesteel,bncs,bobsgarage,boilermakers,boothosg,boothroughput,bottleneckbeards,burdell,bus26k,candyyun,cathay,chanchitos,chrischarlie,claretcorp,columbiabusinessschool,comet,cookies,cynugivemefive,cynutalented,cynuunicornrocks,cynuwinner,dardenites,donothing,dosomething,dothebest,dukedevils,ecofriendly,efficientflamingo,emba,encinitas,esa,esadeans,eurasia,falcons,ferutdt,forcabarca,funqberk,gameon,gatecheveningmba,gojackets,goldenoski,haaschampions,haasew18,haasmba2017,haasperators,handsomedan,herbiesheroes,herbiessquad,hideyoshi,holybone,hoyasaxa,ibgm,iimudaipurops,iimudaipurscm,impactors,ironmen,itsnotluck,jhu1,jhuaditi,jhualexander,jhuchenchen,jhuharry,jhukali,jhumike,jhurui,jhutammycaroline,jhuwendy,jhuxiaohui,jonahsrevenge,justintime,kelleyscm,kongfupanda2,kovertops,kramericaindustries,krannertconsultinginc,l3hyunnan21,leadx,levkurbanyan,lindseyrichert,lingnandarb,lingnanimba,lone,lt8,marshallops,mbaers,mikebittarelli,mmm,momir,monster,mustangs,naja,nbnl,nexus,nidramhoon,ninja,nomuda,nupower,oculusrift,onigiri,operationalists,opsadaisy,opsbluesgroup,opsmaniacs,optimirsm,optimize,orangelatinos,outlier,outpacer,palletspitchforks,pathetechmanagement,petrelandgulls,phoenix,pleh,poppinbottlenecks,poundsk,quipus,rads,radyhartshorn,radympmh,radyspecter,radytempusfugit,radyucsd,ramen,rossops,rotmanrockers,rotmanroxstars,rsm2017,rsmhiddenforce,rsmjuggernauts,rsmmanagementltd,rsmu,rsquared,samhouston,samurairsm,savvy,schaefercitybulldogs,scmteam,sdarbitrageur,shinsbatch,simfreaks,sluer,smoombapteltd,sparky,speedoflight,srinathchavali,sundevil,superhero4,takoyaki,tbsgravity,tbsranger58,tbsredeem,teamawesome,teamlunch,teamrocket2,teamtrialanderror,teamyellowjackets,tepper1,testpilots,tfboysandgirls,thebombsquad,thebrilliantbruinbusinessbevy,thecapacitymanagers,thegenerals,theoutsider,thesneakyhurricanes,thevictors,trojansandanteatersunited,tuberlin,tyron7,ubnoisyboys,ubspecialops,ugambaoperationsclub,umass3scompany,umichioeinternationalmp,uncbottleneckbusters,unctigers16,uwbadgers,vandelayindustries,watarike,wearebabson,whatmewip,will,yale,yoohoos
2016-04-07 10:12:02.527389,30,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0
2016-04-07 10:18:02.613470,30,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0
2016-04-07 10:24:02.530107,30,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0
2016-04-07 10:30:01.853729,30,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0
2016-04-07 10:36:01.764136,30,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0
2016-04-07 10:42:02.120761,30,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0
2016-04-07 10:48:02.022036,30,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0
2016-04-07 10:54:02.392597,30,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0
2016-04-07 11:00:02.398472,30,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0,118562.0
2016-04-07 11:03:19.012937,30,71535.0,121535.0,121535.0,121535.0,71535.0,121535.0,121535.0,121535.0,71535.0,121535.0,121535.0,121535.0,58562.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,60535.0,121535.0,121535.0,121535.0,121535.0,21535.0,3335.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,71535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,72535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,71535.0,21535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,71535.0,121535.0,121535.0,68562.0,71535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,71535.0,121535.0,121535.0,121535.0,121535.0,71535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,71535.0,121535.0,72535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,71535.0,121535.0,121535.0,121535.0,121535.0,71535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,72535.0,121535.0,2135.0,121535.0,120535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,71535.0,121535.0,71535.0,121535.0,71535.0,121535.0,71535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,2735.0,121535.0,121535.0,30535.0,10535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,21535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,53335.0,121535.0,121535.0,121535.0,121535.0,122535.0,71535.0,121535.0,121535.0,20535.0,71535.0,121535.0,121535.0,121535.0,71535.0,121535.0,121535.0,21535.0,121535.0,72535.0,121535.0,71535.0,121535.0,121535.0,121535.0,71535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0,121535.0
